순번,회사명,생산품,업종명,대표주소,전화번호,팩스번호,데이터기준일자,실측점검,품질점검
2063,대동모벨시스템(주),"산업용 모터 제어기, 자동차 부품",그 외 기타 전자부품 제조업 외 1 종,인천광역시 서구 검단로114번길 7 (오류동),032-563-8900,032-563-6400,2021-06-30,,
2064,대동스포츠산업,"농구대, 스포츠기구, 실내체육시설물",기타 운동 및 경기용구 제조업 외 2 종,인천광역시 서구 봉수대로1545번길 17 (금곡동),,,2021-06-30,,
2065,대동정밀,자동차부품,그 외 자동차용 신품 부품 제조업 외 3 종,인천광역시 서구 장고개로126번길 17-8 (가좌동),032-564-4431,032-564-4339,2021-06-30,,
2066,대동철강산업(주),철선,금속선 가공제품 제조업,인천광역시 서구 원전로 7 (경서동),032-563-8881,032-563-8880,2021-06-30,,
2067,대려통상산업(주),"의자,쇼파",소파 및 기타 내장가구 제조업,"인천광역시 서구 건지로 74-5,4층 (가좌동)",032-571-9995,032-571-9996,2021-06-30,,
2068,대림금속,도금,도금업,인천광역시 서구 중봉대로198번길 33 (가좌동),032-574-3882,032-579-6856,2021-06-30,,
2069,대림보일러(주),산업용보일러,산업용 난방보일러 및 방열기 제조업,인천광역시 서구 마중로 162 (오류동),02-892-2244,02-894-2727,2021-06-30,,
2070,대림이엔지,열교환기,"증류기, 열교환기 및 가스발생기 제조업","인천광역시 서구 마중로 142, 가-1호 (오류동)",032-563-3443,032-568-2662,2021-06-30,,
2071,대림전기(주),LED조명기구,일반용 전기 조명장치 제조업,"인천광역시 서구 백범로678번길 22, 2층 (가좌동)",032-579-6547,032-578-8155,2021-06-30,,
2072,대명금속,"볼트, 금속화스너",볼트 및 너트류 제조업,인천광역시 서구 이든로 15 (오류동),032-563-6001,032-563-6004,2021-06-30,,
2073,대명금속,플라스틱 샤워기,그 외 기타 플라스틱 제품 제조업,인천광역시 서구 가재울로 112 (가좌동),032-578-4536,,2021-06-30,,
2074,대명금속,연마제품(화장실용),그 외 기타 금속가공업,"인천광역시 서구 보듬로 158, 2층 검단지식산업센터 블루텍 241호 (오류동)",,,2021-06-30,,
2075,대명아이티에스(주),"전산용지인쇄, 일반상업인쇄, 우편물발송처리",문구용 종이제품 제조업 외 2 종,인천광역시 서구 가남로 55 (가좌동),032-550-9233,032-571-0814,2021-06-30,,
2076,대명프라스틱,헤어악세사리,그 외 기타 플라스틱 제품 제조업,인천광역시 서구 봉화로101번길 19-5 (오류동) (총 2 필지) 외 1필지,032-567-2802,032-547-2802,2021-06-30,,
2077,대문목재(주),"제재목,방부목",일반 제재업 외 1 종,인천광역시 서구 북항로335번길 29 (원창동) 외 2필지,032-577-7733,032-584-4232,2021-06-30,,
2078,대방정밀,유압착부품가공,주형 및 금형 제조업,"인천광역시 서구 중봉대로240번길 18-6 (석남동, 대방정밀)",032-585-5694,032-573-0294,2021-06-30,,
2079,대산금속,차량번호판,도금업 외 1 종,"인천광역시 서구 가람로 14, 2층 인천표면처리센터 코아텍 221호 (오류동)",032-577-8463,032-575-8463,2021-06-30,,
2080,대산기전,임대사업,비주거용 건물 임대업,"인천광역시 서구 마중로 168, 검단일반산업단지 35블럭6 (오류동)",032-562-0556,032-562-0551,2021-06-30,,
2081,대산정공사,금형,금속 절삭기계 제조업,인천광역시 서구 가정로16번길 12 (가좌동),032-505-0967,32,2021-06-30,,
2082,대상S.N.T,욕실액세서리,금속 위생용품 제조업,인천광역시 서구 염곡로 90 (가좌동),032-529-9997,032-529-9913,2021-06-30,,
2083,대상S.N.T,"욕실악세사리, 핸드레일",금속 위생용품 제조업,,032-529-9997,032-529-9913,2021-06-30,,
2084,대석목재,제재목,일반 제재업,인천광역시 서구 북항로31번길 46 (석남동),032-579-7521,032-579-7520,2021-06-30,,
2085,대성계전,농업용 분무기 제조,농업 및 임업용 기계 제조업,"인천광역시 서구 백범로934번길 15, 1층 102 (가좌동, 대덕테크노타운)",032-571-5135,032-571-5136,2021-06-30,,
2086,대성공업사,"볼프,기계부품,임대",자동차용 금속 압형제품 제조업 외 1 종,"인천광역시 서구 가정로38번길 18, 영창테크노타운 1층 13호 (가좌동)",032-574-0918,032-574-0910,2021-06-30,,
2087,대성금속,공장임대,비주거용 건물 임대업,인천광역시 서구 보듬5로 24 (오류동),,,2021-06-30,,
2088,대성금속,,기타 부동산 임대업,인천광역시 서구 사렴로9번길 15 (경서동),032-249-7120,032-249-7120,2021-06-30,,
2089,대성금속(주),귀금속판,"기타 비철금속 제련, 정련 및 합금 제조업 외 1 종",인천광역시 서구 염곡로 87 (가좌동),032-575-8547,032-575-8549,2021-06-30,,
2090,대성금속(주),"귀금속괴,판,장신구","기타 비철금속 제련, 정련 및 합금 제조업 외 3 종",인천광역시 서구 북항로120번길 89 (원창동),032-575-8547,032-575-8549,2021-06-30,,
2091,대성산업,가설자재,그 외 기타 금속가공업,"인천광역시 서구 백범로 611, 2층 207호 (가좌동)",,032-5728-8991,2021-06-30,,
2092,대성전기공업(주),배전반,배전반 및 전기 자동제어반 제조업,"인천광역시 서구 호두산로 98 (경서동, 나동)",032-524-3111,032-562-3116,2021-06-30,,
2093,대성정밀금형,금형및사출,주형 및 금형 제조업 외 2 종,인천광역시 서구 봉수대로 507 (원창동),032-574-5031,032-574-5035,2021-06-30,,
2094,대성제관,삭품용캔,금속 캔 및 기타 포장용기 제조업,인천광역시 서구 가재울로54번길 42 (가좌동),032-260-3710,032-260-3711,2021-06-30,,
2095,대성주철공업(주),선철주물,선철주물 주조업 외 1 종,인천광역시 서구 사렴로10번길 23 (경서동),032-561-4606,032-561-8995,2021-06-30,,
2096,대성테크,화장품충진기,"용기 세척, 포장 및 충전기 제조업",인천광역시 서구 중봉대로393번길 132 (원창동),032-584-4827,032-584-4820,2021-06-30,,
2097,대성프라스틱,문구화이트지우개 case  등,그 외 기타 플라스틱 제품 제조업,"인천광역시 서구 석남로 36-1,(1층 일부) (석남동)",032-572-8877,032-572-3900,2021-06-30,,
2098,대성하이테크,"반도체장비, 산업용기계",반도체 제조용 기계 제조업,"인천광역시 서구 보듬로 158, 2층 검단지식산업센터 블루텍 205호 (오류동)",032-220-5206,032-564-9698,2021-06-30,,
2099,대성환경,플라스틱 재생 플레이크,비금속류 해체 및 선별업 외 2 종,인천광역시 서구 도담4로 18 (오류동) 외 3필지,032-564-1612,032-564-1614,2021-06-30,,
2100,대승정공,안전 난간대,주형 및 금형 제조업,"인천광역시 서구 보듬로 158, 9층 검단지식산업센터 블루텍 919호 (오류동)",032-565-8165,050-4012-3865,2021-06-30,,
2101,대승테크(주),인쇄회로기판,경성 인쇄회로기판 제조업,"인천광역시 서구 중봉대로198번길 27,101호 (가좌동)",032-573-1650,032-573-1652,2021-06-30,,
2102,대신금속,주방용품,주형 및 금형 제조업 외 1 종,인천광역시 서구 가정로37번길 11 (가좌동),032-575-3961,032-575-3963,2021-06-30,,
2103,대신산업,포장 및 충진업,포장 및 충전업,인천광역시 서구 가재울로 109 (가좌동) -동 -층 305호,070-8910-0380,032-571-5850,2021-06-30,,
2104,대신실업(주),아스콘,비주거용 건물 임대업 외 1 종,인천광역시 서구 도담3로 5 (오류동),032-887-9001,032-882-4832,2021-06-30,,
2105,대신엔지니어링,자동차부품및유공압밸브장치,"탭, 밸브 및 유사장치 제조업","인천광역시 서구 봉수대로 141, 805호 (가좌동)",032-575-3266,032-575-7493,2021-06-30,,
2106,대신정밀,반도체부품및 인쇄기부품,절삭가공 및 유사처리업,인천광역시 서구 건지로153번길 11-21 (석남동),032-575-4779,032-575-4779,2021-06-30,,
2107,대신정밀,사출기후레임생산외,기타 가공 공작기계 제조업,"인천광역시 서구 건지로97번길 45 (석남동, 가동)",032-583-8727,032-583-8733,2021-06-30,,
2108,대신철망,철망,금속선 가공제품 제조업,인천광역시 서구 호두산로94번길 7 (경서동),032-566-7382,032-566-7386,2021-06-30,,
2109,대신피씨티(주),아스콘,아스팔트 콘크리트 및 혼합제품 제조업,인천광역시 서구 도담3로 5 (오류동),032-719-7005,032-719-7020,2021-06-30,,
2110,대아금속,악세사리부품,도금업 외 1 종,"인천광역시 서구 가람로 14, 지식산업센터 706호 (오류동)",032-576-1345,032-571-1182,2021-06-30,,
2111,대아물산,비금속광물제품제조,석회 및 플라스터 제조업,"인천광역시 서구 봉수대로 335 (석남동, 대아물산)",032-571-5713,032-571-3943,2021-06-30,,
2112,대아수출포장,목상자,"목재 포장용 상자, 드럼 및 유사용기 제조업",인천광역시 서구 북항로120번길 13-28 (원창동),032-584-7987,032-584-7986,2021-06-30,,
2113,대아플랜트(주),밸브부품,"탭, 밸브 및 유사장치 제조업",인천광역시 서구 건지로 98-98 (가좌동),070-5102-0800,070-5102-0808,2021-06-30,,
2114,대안스틸(주),경량자재,기타 구조용 금속제품 제조업,"인천광역시 서구 사렴로9번길 55 (경서동, 1동)",032-816-1715,032-817-1312,2021-06-30,,
2115,대양쏠트,꽃소금,기타 식품 첨가물 제조업,인천광역시 서구 대곡로89번길 14 (대곡동),032-564-5913,032-564-5936,2021-06-30,,
2116,대양엘맥,콘트롤판넬 외,"전기회로 개폐, 보호장치 제조업","인천광역시 서구 보듬로 158, 8층 검단지식산업센터 블루텍 802호 (오류동)",,,2021-06-30,,
2117,대양정밀,전자감지장치(센서),그 외 기타 전자부품 제조업,인천광역시 서구 검단로 85 (오류동),032-567-3669,032-568-3677,2021-06-30,,
2118,대양철강산업(주),철강 가공품,그 외 기타 금속가공업,인천광역시 서구 원창동 382-122 번지,032-575-0045,032-575-9911,2021-06-30,,
2119,대영F&P,고춧가루,천연 및 혼합조제 조미료 제조업,,031-981-1343,031-998-1341,2021-06-30,,
2120,대영공업(주),geared motor,전동기 및 발전기 제조업,인천광역시 서구 사렴로31번길 17 (경서동),032-561-0090,032-561-0094,2021-06-30,,
2121,대영금속,건축자재,도금업 외 1 종,"인천광역시 서구 가람로 14, 7층 인천표면처리센터 코아텍 720호 (오류동)",032-585-6253,032-585-6257,2021-06-30,,
2122,대영기계,프레스기계부품,절삭가공 및 유사처리업,인천광역시 서구 석남동 223-539번지,032-577-3398,032-571-2092,2021-06-30,,
2123,대영기계(주),환경설비,그 외 기타 특수목적용 기계 제조업,인천광역시 서구 도담로 30 (오류동),032-569-1321,032-569-1324,2021-06-30,,
2124,대영식품,"만두,빵류",기타 곡물 가공품 제조업,인천광역시 서구 가정로47번길 12 (가좌동),032-568-1678,032-568-1679,2021-06-30,,
2125,대영에프알피산업사,강화플라스틱 물탱크,설치용 및 위생용 플라스틱제품 제조업,"인천광역시 서구 원당대로205번길 2-25, 2동 (오류동)",032-515-4670,032-544-9874,2021-06-30,,
2126,대영정밀,"전자, 자동차 부품",그 외 기타 금속가공업,인천광역시 서구 가정로67번길 24 (가좌동),032-578-2616,,2021-06-30,,
2127,대우산업사,"보료테이프, 아크릴",합성섬유 제조업,인천광역시 서구 도담로 129 (오류동),032-566-1253,032-566-1238,2021-06-30,,
2128,대운기전,철판,절삭가공 및 유사처리업 외 4 종,"인천광역시 서구 가남로 61, A동 1층 120,220,320 (가좌동, 토지산업2차 지식산업센터)",032-204-6154,032-204-6145,2021-06-30,,
2129,대운목재(주),목재,일반 제재업,"인천광역시 서구 건지로109번길 40 (석남동, 가동)",032-575-3381,032-571-3125,2021-06-30,,
2130,대운에너지,클램프,비동력식 수공구 제조업,"인천광역시 서구 보듬로 158, 2층 검단지식산업센터 블루텍 203호 (오류동)",032-221-7191,,2021-06-30,,
2131,대운전자,인쇄회로기판,인쇄회로기판용 적층판 제조업,인천광역시 서구 백범로810번길 30 (가좌동),,032-576-3386,2021-06-30,,
2132,대원리빙(주),"히터, 전열기",가정용 전기 난방기기 제조업,인천광역시 서구 로봇랜드로249번길 114-12 (청라동),032-330-1951,032-330-1956,2021-06-30,,
2133,대원이오닉스(주),임대업,비주거용 건물 임대업,인천광역시 서구 경서동 673-54번지,032-570-1922,032-577-8854,2021-06-30,,
2134,대원인텍(주),플라스틱사출품,운송장비 조립용 플라스틱제품 제조업 외 1 종,"인천광역시 서구 로봇랜드로249번길 94, B동 일부 (청라동)",032-570-1920,032-577-8854,2021-06-30,,
2135,대원정공,"저장탱크, 압력용기",광물처리 및 취급장비 제조업,인천광역시 서구 보듬로 184 (오류동),032-324-7993,02-733-2450,2021-06-30,,
2136,대원테크,승강기부품,기타 구조용 금속제품 제조업,"인천광역시 서구 봉수대로277번길 15, 1동 (석남동)",032-577-4813,032-578-4816,2021-06-30,,
2137,대원텍크,알루미늄피막,도장 및 기타 피막처리업,"인천광역시 서구 건지로250번길 105, 2동 (가좌동)",,,2021-06-30,,
2138,대유실업(주),"축,roll,wheel,bush등",기타 제철 및 제강업,인천광역시 서구 백범로 789 (가좌동) 동부제강(주),032-570-4725,032-570-4111,2021-06-30,,
2139,대이정공,금속절삭가공,절삭가공 및 유사처리업,"인천광역시 서구 건지로284번길 111, 나동 103호 (가좌동)",032-862-5504,032-862-5502,2021-06-30,,
2140,대인산업,"양식기, 주방기구",수동식 식품 가공기기 및 금속 주방용기 제조업,"인천광역시 서구 장고개로168번길 40 (가좌동, A동)",032-579-6855,32,2021-06-30,,
2141,대인에프앤씨㈜,어묵,"수산동물 훈제, 조리 및 유사 조제식품 제조업 외 1 종",인천광역시 서구 소담2로 14 (금곡동),032-503-7611,032-503-7612,2021-06-30,,
2142,대일 E.N.G,견인특장차 부품,그 외 자동차용 신품 부품 제조업 외 3 종,"인천광역시 서구 가좌로29번길 42 (가좌동, 가가(주))",032-891-0917,032-891-0918,2021-06-30,,
2143,대일공업,"캐스터,금속함, 운반구",일반철물 제조업 외 2 종,"인천광역시 서구 봉수대로161번길 32 (가좌동, 가선우드택)",032-574-1984,032-574-3821,2021-06-30,,
2144,대일금속,조명기구(부품),도금업,인천광역시 서구 중봉대로198번길 33 (가좌동),032-576-1797,032-581-6118,2021-06-30,,
2145,대일기계,"솔플레이트,굴삭기부품",절삭가공 및 유사처리업,"인천광역시 서구 건지로284번길 111, 나동 101호 (가좌동)",032-575-3075,032-575-3083,2021-06-30,,
2146,대일리프트(주),"자동차 정비용 리프트, 타이어 교환기",그 외 기타 특수목적용 기계 제조업 외 5 종,인천광역시 서구 원당대로265번길 20-57 (오류동),032-716-6200,032-566-5663,2021-06-30,,
2147,대일실업,식품포장지인쇄,기타 인쇄업 외 1 종,인천광역시 서구 원창로89번길 17 (원창동),032-584-5886,032-584-5881,2021-06-30,,
2148,대일아이앤지(주),콘테이너부품,자동차용 금속 압형제품 제조업 외 2 종,인천광역시 서구 보도진로42번길 12 (가좌동),032-581-8871,032-583-8873,2021-06-30,,
